disease,symptoms
Fungalinfection,"['itching', 'nodal skin eruptions', 'dischromic patches']"
Fungalinfection,"['itching', 'skin rash', 'dischromic patches']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Fungalinfection,"['itching', 'skin rash', 'nodal skin eruptions']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
Allergy,"['shivering', 'chills', 'watering from eyes']"
Allergy,"['continuous sneezing', 'chills', 'watering from eyes']"
Allergy,"['continuous sneezing', 'shivering', 'watering from eyes']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
Allergy,"['shivering', 'chills', 'watering from eyes']"
Allergy,"['continuous sneezing', 'chills', 'watering from eyes']"
Allergy,"['continuous sneezing', 'shivering', 'watering from eyes']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
Allergy,"['continuous sneezing', 'shivering', 'chills']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
GERD,"['stomach pain', 'ulcers on tongue', 'vomiting']"
GERD,"['stomach pain', 'acidity', 'vomiting']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
GERD,"['acidity', 'ulcers on tongue', 'vomiting']"
GERD,"['stomach pain', 'ulcers on tongue', 'vomiting']"
GERD,"['stomach pain', 'acidity', 'vomiting']"
GERD,"['stomach pain', 'acidity', 'ulcers on tongue']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
Chroniccholestasis,"['vomiting', 'yellowish skin', 'nausea']"
Chroniccholestasis,"['itching', 'yellowish skin', 'nausea']"
Chroniccholestasis,"['itching', 'vomiting', 'nausea']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
Chroniccholestasis,"['itching', 'vomiting', 'yellowish skin']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
DrugReaction,"['itching', 'stomach pain', 'burning micturition']"
DrugReaction,"['itching', 'skin rash', 'burning micturition']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
DrugReaction,"['skin rash', 'stomach pain', 'burning micturition']"
DrugReaction,"['itching', 'stomach pain', 'burning micturition']"
DrugReaction,"['itching', 'skin rash', 'burning micturition']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
DrugReaction,"['itching', 'skin rash', 'stomach pain']"
Pepticulcerdiseae,"['vomiting', 'loss of appetite', 'abdominal pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'abdominal pain']"
Pepticulcerdiseae,"['indigestion', 'loss of appetite', 'abdominal pain']"
Pepticulcerdiseae,"['vomiting', 'loss of appetite', 'abdominal pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'abdominal pain']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
Pepticulcerdiseae,"['vomiting', 'indigestion', 'loss of appetite']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
AIDS,"['patches in throat', 'high fever', 'extra marital contacts']"
AIDS,"['muscle wasting', 'high fever', 'extra marital contacts']"
AIDS,"['muscle wasting', 'patches in throat', 'extra marital contacts']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
AIDS,"['patches in throat', 'high fever', 'extra marital contacts']"
AIDS,"['muscle wasting', 'high fever', 'extra marital contacts']"
AIDS,"['muscle wasting', 'patches in throat', 'high fever']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Diabetes,"['weight loss', 'restlessness', 'lethargy']"
Diabetes,"['fatigue', 'restlessness', 'lethargy']"
Diabetes,"['fatigue', 'weight loss', 'lethargy']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Diabetes,"['fatigue', 'weight loss', 'restlessness']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
Gastroenteritis,"['sunken eyes', 'dehydration', 'diarrhoea']"
Gastroenteritis,"['vomiting', 'dehydration', 'diarrhoea']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'diarrhoea']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'dehydration']"
Gastroenteritis,"['sunken eyes', 'dehydration', 'diarrhoea']"
Gastroenteritis,"['vomiting', 'dehydration', 'diarrhoea']"
Gastroenteritis,"['vomiting', 'sunken eyes', 'diarrhoea']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
BronchialAsthma,"['cough', 'high fever', 'breathlessness']"
BronchialAsthma,"['fatigue', 'high fever', 'breathlessness']"
BronchialAsthma,"['fatigue', 'cough', 'breathlessness']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
BronchialAsthma,"['fatigue', 'cough', 'high fever']"
BronchialAsthma,"['cough', 'high fever', 'breathlessness']"
BronchialAsthma,"['fatigue', 'high fever', 'breathlessness']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Hypertension,"['chest pain', 'dizziness', 'loss of balance']"
Hypertension,"['headache', 'dizziness', 'loss of balance']"
Hypertension,"['headache', 'chest pain', 'loss of balance']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Hypertension,"['headache', 'chest pain', 'dizziness']"
Hypertension,"['chest pain', 'dizziness', 'loss of balance']"
Hypertension,"['headache', 'dizziness', 'loss of balance']"
Hypertension,"['headache', 'chest pain', 'loss of balance']"
Migraine,"['acidity', 'indigestion', 'headache']"
Migraine,"['indigestion', 'headache', 'blurred and distorted vision']"
Migraine,"['acidity', 'headache', 'blurred and distorted vision']"
Migraine,"['acidity', 'indigestion', 'blurred and distorted vision']"
Migraine,"['acidity', 'indigestion', 'headache']"
Migraine,"['acidity', 'indigestion', 'headache']"
Migraine,"['acidity', 'indigestion', 'headache']"
Migraine,"['acidity', 'indigestion', 'headache']"
Migraine,"['acidity', 'indigestion', 'headache']"
Migraine,"['acidity', 'indigestion', 'headache']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Cervicalspondylosis,"['weakness in limbs', 'neck pain', 'dizziness']"
Cervicalspondylosis,"['back pain', 'neck pain', 'dizziness']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'dizziness']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Cervicalspondylosis,"['back pain', 'weakness in limbs', 'neck pain']"
Cervicalspondylosis,"['weakness in limbs', 'neck pain', 'dizziness']"
Cervicalspondylosis,"['back pain', 'neck pain', 'dizziness']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Paralysis(brainhemorrhage),"['headache', 'weakness of one body side', 'altered sensorium']"
Paralysis(brainhemorrhage),"['vomiting', 'weakness of one body side', 'altered sensorium']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'altered sensorium']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'weakness of one body side']"
Paralysis(brainhemorrhage),"['headache', 'weakness of one body side', 'altered sensorium']"
Paralysis(brainhemorrhage),"['vomiting', 'weakness of one body side', 'altered sensorium']"
Paralysis(brainhemorrhage),"['vomiting', 'headache', 'altered sensorium']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Jaundice,"['vomiting', 'fatigue', 'weight loss']"
Jaundice,"['itching', 'fatigue', 'weight loss']"
Jaundice,"['itching', 'vomiting', 'weight loss']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Jaundice,"['itching', 'vomiting', 'fatigue']"
Malaria,"['chills', 'vomiting', 'high fever']"
Malaria,"['chills', 'vomiting', 'high fever']"
Malaria,"['chills', 'vomiting', 'high fever']"
Malaria,"['vomiting', 'high fever', 'sweating']"
Malaria,"['chills', 'high fever', 'sweating']"
Malaria,"['chills', 'vomiting', 'sweating']"
Malaria,"['chills', 'vomiting', 'high fever']"
Malaria,"['chills', 'vomiting', 'high fever']"
Malaria,"['chills', 'vomiting', 'high fever']"
Malaria,"['chills', 'vomiting', 'high fever']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Chickenpox,"['skin rash', 'fatigue', 'lethargy']"
Chickenpox,"['itching', 'fatigue', 'lethargy']"
Chickenpox,"['itching', 'skin rash', 'lethargy']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Chickenpox,"['itching', 'skin rash', 'fatigue']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Dengue,"['chills', 'joint pain', 'vomiting']"
Dengue,"['skin rash', 'joint pain', 'vomiting']"
Dengue,"['skin rash', 'chills', 'vomiting']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Dengue,"['skin rash', 'chills', 'joint pain']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'vomiting', 'fatigue']"
Typhoid,"['chills', 'fatigue', 'high fever']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
hepatitisA,"['vomiting', 'yellowish skin', 'dark urine']"
hepatitisA,"['joint pain', 'yellowish skin', 'dark urine']"
hepatitisA,"['joint pain', 'vomiting', 'dark urine']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
hepatitisA,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisB,"['fatigue', 'lethargy', 'yellowish skin']"
HepatitisB,"['itching', 'lethargy', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'yellowish skin']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisB,"['itching', 'fatigue', 'lethargy']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisC,"['yellowish skin', 'nausea', 'loss of appetite']"
HepatitisC,"['fatigue', 'nausea', 'loss of appetite']"
HepatitisC,"['fatigue', 'yellowish skin', 'loss of appetite']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisC,"['fatigue', 'yellowish skin', 'nausea']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisD,"['vomiting', 'fatigue', 'yellowish skin']"
HepatitisD,"['joint pain', 'fatigue', 'yellowish skin']"
HepatitisD,"['joint pain', 'vomiting', 'yellowish skin']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisD,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['vomiting', 'fatigue', 'high fever']"
HepatitisE,"['joint pain', 'fatigue', 'high fever']"
HepatitisE,"['joint pain', 'vomiting', 'high fever']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
HepatitisE,"['joint pain', 'vomiting', 'fatigue']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Alcoholichepatitis,"['yellowish skin', 'abdominal pain', 'swelling of stomach']"
Alcoholichepatitis,"['vomiting', 'abdominal pain', 'swelling of stomach']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'swelling of stomach']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Alcoholichepatitis,"['vomiting', 'yellowish skin', 'abdominal pain']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
Tuberculosis,"['vomiting', 'fatigue', 'weight loss']"
Tuberculosis,"['chills', 'fatigue', 'weight loss']"
Tuberculosis,"['chills', 'vomiting', 'weight loss']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
Tuberculosis,"['chills', 'vomiting', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
CommonCold,"['chills', 'fatigue', 'cough']"
CommonCold,"['continuous sneezing', 'fatigue', 'cough']"
CommonCold,"['continuous sneezing', 'chills', 'cough']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
CommonCold,"['continuous sneezing', 'chills', 'fatigue']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Pneumonia,"['fatigue', 'cough', 'high fever']"
Pneumonia,"['chills', 'cough', 'high fever']"
Pneumonia,"['chills', 'fatigue', 'high fever']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Pneumonia,"['chills', 'fatigue', 'cough']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Dimorphichemmorhoids(piles),"['pain during bowel movements', 'pain in anal region', 'bloody stool']"
Dimorphichemmorhoids(piles),"['constipation', 'pain in anal region', 'bloody stool']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'bloody stool']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Dimorphichemmorhoids(piles),"['constipation', 'pain during bowel movements', 'pain in anal region']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Heartattack,"['breathlessness', 'sweating', 'chest pain']"
Heartattack,"['vomiting', 'sweating', 'chest pain']"
Heartattack,"['vomiting', 'breathlessness', 'chest pain']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Heartattack,"['vomiting', 'breathlessness', 'sweating']"
Heartattack,"['breathlessness', 'sweating', 'chest pain']"
Heartattack,"['vomiting', 'sweating', 'chest pain']"
Heartattack,"['vomiting', 'breathlessness', 'chest pain']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Varicoseveins,"['cramps', 'bruising', 'obesity']"
Varicoseveins,"['fatigue', 'bruising', 'obesity']"
Varicoseveins,"['fatigue', 'cramps', 'obesity']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Varicoseveins,"['fatigue', 'cramps', 'bruising']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hypothyroidism,"['weight gain', 'cold hands and feets', 'mood swings']"
Hypothyroidism,"['weight gain', 'cold hands and feets', 'mood swings']"
Hypothyroidism,"['fatigue', 'cold hands and feets', 'mood swings']"
Hypothyroidism,"['fatigue', 'weight gain', 'mood swings']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hypothyroidism,"['fatigue', 'weight gain', 'cold hands and feets']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
Hyperthyroidism,"['fatigue', 'mood swings', 'weight loss']"
